,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Actual,Predicted,Confidence,entry_signal,exit_signal
0,2023-05-23 00:00:00-04:00,109.0,109.70600128173828,105.66999816894531,106.25,6498200,0.0,0.0,ABNB,0,0,0.46267035603523254,False,False
1,2023-05-24 00:00:00-04:00,105.45999908447266,106.58999633789062,103.81999969482422,105.70999908447266,5371700,0.0,0.0,ABNB,2,0,0.44144347310066223,False,False
2,2023-05-25 00:00:00-04:00,106.0999984741211,106.5199966430664,103.73999786376953,104.41999816894531,4834500,0.0,0.0,ABNB,2,0,0.44282740354537964,False,False
3,2023-05-26 00:00:00-04:00,105.18000030517578,107.61499786376953,104.98999786376953,106.80999755859375,4677600,0.0,0.0,ABNB,2,0,0.44112464785575867,False,False
4,2023-05-30 00:00:00-04:00,107.7249984741211,108.78900146484375,106.0199966430664,107.19000244140625,5460100,0.0,0.0,ABNB,2,0,0.44940385222435,False,False
5,2023-05-31 00:00:00-04:00,105.5999984741211,110.09500122070312,103.73999786376953,109.7699966430664,10263100,0.0,0.0,ABNB,0,0,0.4548606872558594,False,False
6,2023-06-01 00:00:00-04:00,109.83999633789062,113.54000091552734,109.11000061035156,112.16000366210938,6644100,0.0,0.0,ABNB,0,0,0.45510005950927734,False,False
7,2023-06-02 00:00:00-04:00,112.93000030517578,118.44999694824219,112.93000030517578,118.05999755859375,10122000,0.0,0.0,ABNB,0,0,0.4614802896976471,False,False
8,2023-06-05 00:00:00-04:00,115.12000274658203,116.59500122070312,112.31500244140625,115.69000244140625,8324400,0.0,0.0,ABNB,1,0,0.47794556617736816,False,False
9,2023-06-06 00:00:00-04:00,115.91999816894531,119.08999633789062,115.41000366210938,117.30000305175781,5025700,0.0,0.0,ABNB,0,0,0.49173131585121155,False,False
10,2023-06-07 00:00:00-04:00,118.13999938964844,120.16000366210938,115.91999816894531,116.55000305175781,4637600,0.0,0.0,ABNB,2,0,0.5121119022369385,False,False
11,2023-06-08 00:00:00-04:00,114.97000122070312,116.33000183105469,113.58000183105469,115.5,4432700,0.0,0.0,ABNB,2,0,0.534078061580658,False,False
12,2023-06-09 00:00:00-04:00,120.25,122.73999786376953,117.44999694824219,117.86000061035156,7427200,0.0,0.0,ABNB,2,0,0.5496630668640137,False,False
13,2023-06-12 00:00:00-04:00,119.36499786376953,125.0,118.87999725341797,124.58999633789062,7876600,0.0,0.0,ABNB,2,0,0.5533779859542847,False,False
14,2023-06-13 00:00:00-04:00,124.61000061035156,125.73999786376953,123.22000122070312,124.9000015258789,5276800,0.0,0.0,ABNB,2,0,0.5561341047286987,False,False
15,2023-06-14 00:00:00-04:00,125.38999938964844,126.38600158691406,122.76499938964844,125.13999938964844,5696700,0.0,0.0,ABNB,0,0,0.5583367347717285,False,False
16,2023-06-15 00:00:00-04:00,122.95999908447266,128.3800048828125,122.75,127.8499984741211,5599400,0.0,0.0,ABNB,0,0,0.58150315284729,False,False
17,2023-06-16 00:00:00-04:00,128.67999267578125,129.1999969482422,126.79000091552734,128.67999267578125,6892400,0.0,0.0,ABNB,2,0,0.654076099395752,False,False
18,2023-06-20 00:00:00-04:00,126.37000274658203,127.62999725341797,124.3949966430664,126.44999694824219,5383600,0.0,0.0,ABNB,0,0,0.6621164083480835,False,False
19,2023-06-21 00:00:00-04:00,125.08999633789062,129.25999450683594,125.08999633789062,127.45999908447266,4711900,0.0,0.0,ABNB,1,0,0.660938024520874,False,False
20,2023-06-22 00:00:00-04:00,126.58000183105469,128.6199951171875,125.3499984741211,127.95999908447266,3935600,0.0,0.0,ABNB,0,0,0.6350176334381104,False,False
21,2023-06-23 00:00:00-04:00,125.98999786376953,126.80000305175781,124.0,124.7300033569336,5794100,0.0,0.0,ABNB,0,0,0.6105232834815979,False,False
22,2023-06-26 00:00:00-04:00,122.9000015258789,126.69999694824219,122.80000305175781,123.12999725341797,3645800,0.0,0.0,ABNB,1,0,0.5804422497749329,False,False
23,2023-06-27 00:00:00-04:00,124.41000366210938,128.1699981689453,123.31999969482422,127.88999938964844,4507700,0.0,0.0,ABNB,0,0,0.569037914276123,False,False
24,2023-06-28 00:00:00-04:00,127.38999938964844,131.8800048828125,126.16999816894531,127.62999725341797,6130400,0.0,0.0,ABNB,2,0,0.5492737293243408,False,False
25,2023-06-29 00:00:00-04:00,127.63999938964844,128.0,123.41999816894531,125.0999984741211,4242000,0.0,0.0,ABNB,0,0,0.5315025448799133,False,False
26,2023-06-30 00:00:00-04:00,127.25,131.13999938964844,127.0199966430664,128.16000366210938,4600100,0.0,0.0,ABNB,1,0,0.5216660499572754,False,False
27,2023-07-03 00:00:00-04:00,129.27999877929688,134.27000427246094,129.22999572753906,132.35000610351562,5001800,0.0,0.0,ABNB,0,0,0.5075981020927429,False,False
28,2023-07-05 00:00:00-04:00,131.84500122070312,132.9499969482422,130.53500366210938,131.69000244140625,3429900,0.0,0.0,ABNB,2,0,0.475067675113678,False,False
29,2023-07-06 00:00:00-04:00,129.1699981689453,129.322998046875,126.05999755859375,128.16000366210938,3733600,0.0,0.0,ABNB,2,0,0.4597771167755127,False,False
30,2023-07-07 00:00:00-04:00,128.16000366210938,131.6199951171875,128.05999755859375,130.32000732421875,3148100,0.0,0.0,ABNB,0,0,0.4522126615047455,False,False
31,2023-07-10 00:00:00-04:00,130.17999267578125,133.33900451660156,129.61000061035156,131.7100067138672,4052000,0.0,0.0,ABNB,0,0,0.43820470571517944,False,False
32,2023-07-11 00:00:00-04:00,129.4499969482422,138.08999633789062,128.77000427246094,137.5399932861328,10045600,0.0,0.0,ABNB,2,0,0.4295289218425751,False,False
33,2023-07-12 00:00:00-04:00,139.35000610351562,140.32000732421875,135.52000427246094,137.02000427246094,5583600,0.0,0.0,ABNB,2,0,0.44087904691696167,False,False
34,2023-07-13 00:00:00-04:00,138.9600067138672,140.60000610351562,137.3000030517578,140.08999633789062,5532300,0.0,0.0,ABNB,2,0,0.4627354145050049,False,False
35,2023-07-14 00:00:00-04:00,140.25,143.57000732421875,139.69000244140625,143.33999633789062,6496600,0.0,0.0,ABNB,0,0,0.44303685426712036,False,False
36,2023-07-17 00:00:00-04:00,142.2899932861328,147.39999389648438,142.2899932861328,145.36000061035156,5755800,0.0,0.0,ABNB,1,0,0.43140003085136414,False,False
37,2023-07-18 00:00:00-04:00,144.0,147.5399932861328,143.75,146.52999877929688,4124900,0.0,0.0,ABNB,0,0,0.4365827441215515,False,False
38,2023-07-19 00:00:00-04:00,145.75,147.6750030517578,144.19000244140625,145.53500366210938,4968600,0.0,0.0,ABNB,0,0,0.43407586216926575,False,False
39,2023-07-20 00:00:00-04:00,143.58999633789062,146.27000427246094,143.5,145.27999877929688,4246300,0.0,0.0,ABNB,0,0,0.43025800585746765,False,False
40,2023-07-21 00:00:00-04:00,147.0,149.99000549316406,146.91000366210938,148.77000427246094,11794500,0.0,0.0,ABNB,2,0,0.4198305010795593,False,False
41,2023-07-24 00:00:00-04:00,147.05999755859375,148.2899932861328,144.17999267578125,147.6199951171875,4370800,0.0,0.0,ABNB,0,0,0.4126944839954376,False,False
42,2023-07-25 00:00:00-04:00,147.61000061035156,150.77999877929688,147.4600067138672,148.64999389648438,4121300,0.0,0.0,ABNB,0,0,0.39576247334480286,False,False
43,2023-07-26 00:00:00-04:00,147.8300018310547,150.27000427246094,147.08999633789062,150.1699981689453,4055500,0.0,0.0,ABNB,0,0,0.38295018672943115,False,False
44,2023-07-27 00:00:00-04:00,151.88999938964844,153.1750030517578,147.55499267578125,148.5,5426000,0.0,0.0,ABNB,1,0,0.37216687202453613,False,False
45,2023-07-28 00:00:00-04:00,150.22999572753906,154.49000549316406,150.2100067138672,153.3300018310547,4162300,0.0,0.0,ABNB,1,0,0.3749997615814209,False,False
46,2023-07-31 00:00:00-04:00,153.86000061035156,154.9499969482422,151.5500030517578,152.19000244140625,4457300,0.0,0.0,ABNB,1,2,0.3899788558483124,True,False
47,2023-08-01 00:00:00-04:00,149.6199951171875,150.4199981689453,148.02999877929688,148.91000366210938,4519600,0.0,0.0,ABNB,1,2,0.41523075103759766,True,False
48,2023-08-02 00:00:00-04:00,146.4499969482422,147.11500549316406,143.19000244140625,144.55999755859375,7026100,0.0,0.0,ABNB,0,2,0.4236523509025574,True,False
49,2023-08-03 00:00:00-04:00,140.94000244140625,143.10299682617188,139.75,140.8800048828125,11441200,0.0,0.0,ABNB,0,2,0.42759615182876587,True,False
50,2023-08-04 00:00:00-04:00,140.47000122070312,145.32000732421875,137.6199951171875,140.1699981689453,8621800,0.0,0.0,ABNB,1,2,0.4043269753456116,True,False
51,2023-08-07 00:00:00-04:00,142.0,144.0,138.7899932861328,143.1999969482422,4079100,0.0,0.0,ABNB,1,2,0.3956528604030609,True,False
52,2023-08-08 00:00:00-04:00,140.52000427246094,140.52000427246094,137.02999877929688,139.5500030517578,4685800,0.0,0.0,ABNB,1,2,0.38016465306282043,True,False
53,2023-08-09 00:00:00-04:00,140.13999938964844,140.5500030517578,137.3300018310547,137.8699951171875,3389700,0.0,0.0,ABNB,1,0,0.3752670884132385,False,False
54,2023-08-10 00:00:00-04:00,139.8699951171875,140.97000122070312,135.64999389648438,135.97000122070312,3437600,0.0,0.0,ABNB,1,0,0.3708058297634125,False,False
55,2023-08-11 00:00:00-04:00,134.14999389648438,134.25999450683594,131.6999969482422,133.67999267578125,4372200,0.0,0.0,ABNB,1,0,0.36961811780929565,False,False
56,2023-08-14 00:00:00-04:00,133.55999755859375,133.7899932861328,131.74000549316406,133.24000549316406,3373800,0.0,0.0,ABNB,1,0,0.3772108554840088,False,False
